Market Code,Supplier,Supplier Depot,Price List ID, Price List Name,SKU,PID,Category,Sub Category,Tertiary Category,Description,Comments,Brand,Brand Type,Pack Description,No. Packs in a Case,No. Units in a Single Pack,Unit Size,Unit Measure,Unit Name,Tax Rate,Price,Units per Case, Converted To,Unit Price, Purchaser Units Attached
"Frozen","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","5163",549125,"Food","Frozen: Desserts","Cheesecake (Frozen)","Baileys Cheesecake : 14 Portion : (VAT 0%)",,,,"1x1each",1.0000,1,"1.000","each",,0%,"15.35","1.0000000","each","15.35","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","S1519",547615,"Non Food","Paper & Consumables","Disposables","Centrefeed Rolls : 2ply : Blue : 150m",,,,"6x1each",6.0000,1,"1.000","each",,23%,"9.50","6.0000000","each","1.5833","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","S1579",531525,"Non Food","Paper & Consumables","Janitorial","Vinyl Gloves : Powder Free : Large : Blue",,,,"10x100each",1.0000,10,"100.000","each",,23%,"21.50","1000.0000000","each","0.0215","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Frozen","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","",511966,"Food","Frozen: Bakery","Bagels & Savoury Muffins","Bagels : Plain",,,,"48x150g",48.0000,1,"150.000","g",,13.5%,"21.08","7.2000000","kg","2.9278","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Frozen","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","3497",511935,"Food","Frozen: Buffet","Chicken Bites (Frozen)","Chicken : Goujons : Southern Fried",,,,"5x1kg",5.0000,1,"1.000","kg",,0%,"46.50","5.0000000","kg","9.3","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Dairy","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List",,510367,"Food","Dairy: Dairy & Eggs (Chilled)","Butter (Chilled)","Butter : Unsalted",,,,"40x250g",40.0000,1,"250.000","g",,0%,,,"10.0000000","kg","0","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Dry","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","S3330",509269,"Food","Ambient & Chilled: Cooking Sauce","Indian Sauce","McDonnells Sauce Powder : Curry : Makes 15L : Original",,"McDonnells",,"1x3.75kg",1.0000,1,"3.750","kg",,0%,"39.00","3.7500000","kg","10.4","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","S3031",509051,"Food","Ambient & Chilled: Table Sauce & Condiments","Vinegar","Heinz Vinegar : Malt : 7ml : Sachets",,"Heinz",,"200x1each",200.0000,1,"1.000","each",,0%,"19.37","200.0000000","each","0.0969","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","RC146",508466,"Food","Vegetable Fresh: Salad","Lettuce","Lettuce : Baby Gem",,,,"10x2each",10.0000,1,"2.000","each",,0%,,,"20.0000000","each","0","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Dry","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","7229",505531,"Food","Ambient & Chilled: Sugar & Sweeteners","Sugar","Sugar : Brown : Sachets",,,,"1x1000each",1.0000,1,"1000.000","each",,0%,"7.90","1000.0000000","each","0.0079","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Dry","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","7228",505530,"Food","Ambient & Chilled: Sugar & Sweeteners","Sugar","Sugar : White : Sachets",,,,"1x1000each",1.0000,1,"1000.000","each",,0%,"7.10","1000.0000000","each","0.0071","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","S1530",505163,"Non Food","Paper & Consumables","Baking & Cooking","Baking Parchment : 450mmx50m",,,,"6x1each",6.0000,1,"1.000","each",,23%,,,"6.0000000","each","0","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","5810",493583,"Food","Frozen: Ice Cream, Lollies & Fruit","Ice Cream Tub","Lynas Ice Cream : Chocolate",,"Lynas",,"2x4ltr",2.0000,1,"4.000","ltr",,23%,"14.80","8.0000000","ltr","1.85","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Dry","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","S4014",480004,"Food","Ambient & Chilled: Dried Pasta & Noodles","Noodles","Lucky Boat Noodles : No 2 : Fine",,"Lucky Boat",,"1x7.7kg",1.0000,1,"7.700","kg",,0%,"30.75","7.7000000","kg","3.9935","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Dry","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","CF3",478694,"Food","Baking Ingredients","Flour","Gem Cornflour",,"Gem",,"4x3kg",4.0000,1,"3.000","kg",,0%,"39.412","12.0000000","kg","3.2843","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Dry","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","S8044",478634,"Food","Ambient & Chilled: Sugar & Sweeteners","Sugar","Siucra Sugar : Caster",,"Siucra",,"1x25kg",1.0000,1,"25.000","kg",,0%,"36.89","25.0000000","kg","1.4756","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","RC199",478425,"Food","Vegetable Fresh: Vegetables","Cauliflower","Cauliflower",,,,"8x1each",8.0000,1,"1.000","each",,0%,"17.93","8.0000000","each","2.2413","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Frozen","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","5809",461730,"Food","Frozen: Ice Cream, Lollies & Fruit","Ice Cream Tub","Lynas Ice Cream : Strawberry",,"Lynas",,"2x4ltr",2.0000,1,"4.000","ltr",,23%,"14.65","8.0000000","ltr","1.8313","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Frozen","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","1208",461564,"Food","Frozen: Vegetables","Potato (Frozen)","Lamb Weston Potato : Wedges : Seasoned : Skin On",,"Lamb Weston",,"4x2.5kg",4.0000,1,"2.500","kg",,0%,"22.40","10.0000000","kg","2.24","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Dry","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","S2423",437477,"Food","Ambient & Chilled: Sugar & Sweeteners","Sugar","Sugar : Light Brown : Soft",,,,"4x3kg",4.0000,1,"3.000","kg",,0%,"29.70","12.0000000","kg","2.475","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Fruit","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","RC041",411807,"Food","Fruit Fresh: Fruit","Pear","Pears",,,,"1x1kg",1.0000,1,"1.000","kg",,0%,"3.02","1.0000000","kg","3.02","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Beef","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","T609",406583,"Food","Meat & Poultry","Beef (Chilled)","Beef : Jacobs Ladder",,,,"Kg",1.0000,1,"1.000","kg",,0%,,,"1.0000000","kg","0","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Dry","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","S8011",401064,"Food","Ambient & Chilled: Sugar & Sweeteners","Sugar","Sugar : Brown : Demerara",,,,"4x3kg",4.0000,1,"3.000","kg",,0%,"26.85","12.0000000","kg","2.2375","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Tinned","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","S7222",393482,"Food","Ambient & Chilled: Canned Vegetables","Tomatoes","Tomatoes : Plum",,,,"6x2.55kg",6.0000,1,"2.550","kg",,0%,"23.25","15.3000000","kg","1.5196","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Dry","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","S5036",368656,"Food","Ambient & Chilled: Table Sauce & Condiments","OTHER Sauces","Sauce : Hot : Louisiana",,,,"4x3.75ltr",4.0000,1,"3.750","ltr",,0%,"87.55","15.0000000","ltr","5.8367","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Dry","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","S7185",363931,"Food","Ambient & Chilled: Dried Pasta & Noodles","Penne","CS (Chef Selection) Penne",,"CS (Chef Selection)",,"4x3kg",4.0000,1,"3.000","kg",,0%,"23.35","12.0000000","kg","1.9458","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Dry","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","PRORIG",352886,"Food","Snacks: Crisp & Snacks","Crisps","Pringles Crisps : Original",,"Pringles",,"12x40g",12.0000,1,"40.000","g",,23%,,,"0.4800000","kg","0","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Frozen","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","1312",352101,"Food","Frozen: Vegetables","Potato (Frozen)","Potato : Wedges : Seasoned",,,,"4x2.5kg",4.0000,1,"2.500","kg",,0%,"21.37","10.0000000","kg","2.137","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","RC208",328884,"Food","Vegetable Fresh: Vegetables","Fennel","Fennel",,,,"1x1kg",1.0000,1,"1.000","kg",,0%,"4.38","1.0000000","kg","4.38","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Dry","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","PRBBQ",308941,"Food","Snacks: Crisp & Snacks","Crisps","Pringles Crisps : Texas BBQ Sauce",,"Pringles",,"12x40g",12.0000,1,"40.000","g",,23%,,,"0.4800000","kg","0","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Dry","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","S3005",304955,"Food","Ambient & Chilled: Cooking Ingredients","Garlic","CS (Chef Selection) Garlic : Puree",,"CS (Chef Selection)",,"6x1kg",6.0000,1,"1.000","kg",,0%,"34.40","6.0000000","kg","5.7333","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","RC102",281372,"Food","Vegetable Fresh: Vegetables, Prepared","Mushrooms","Mushrooms : Sliced",,,,"1x1kg",1.0000,1,"1.000","kg",,0%,"5.10","1.0000000","kg","5.1","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Pork","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List",,280098,"Food","Meat & Poultry","Pork (Chilled)","Pork : Shoulder",,,,"Kg",1.0000,1,"1.000","kg",,0%,,,"1.0000000","kg","0","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","RC141",274547,"Food","Vegetable Fresh: Salad","Lettuce","Lettuce : Cos",,,,"10x1each",10.0000,1,"1.000","each",,0%,"17.65","10.0000000","each","1.765","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Dry","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","7226",270944,"Food","Ambient & Chilled: Cooking Ingredients","Salt","Salt : Sachets",,,,"2000x1each",2000.0000,1,"1.000","each",,0%,"5.20","2000.0000000","each","0.0026","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","RC200",252869,"Food","Vegetable Fresh: Vegetables","Cauliflower","Cauliflower",,,,"1x1each",1.0000,1,"1.000","each",,0%,"2.26","1.0000000","each","2.26","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Dairy","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","S2116",250751,"Food","Dairy: Dairy & Eggs (Chilled)","Fresh Milk (Chilled)","Milk : Whole",,,,"6x2ltr",6.0000,1,"2.000","ltr",,0%,"11.19","12.0000000","ltr","0.9325","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Frozen","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","1226",249171,"Food","Frozen: Vegetables","Chips (Frozen)","CS (Chef Selection) Chips : 7/16",,"CS (Chef Selection)",,"4x2.5kg",4.0000,1,"2.500","kg",,0%,"18.99","10.0000000","kg","1.899","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Dry","Lynas Foodservice Ltd",,"58976","Greyhound Racing Ireland Group Price List","S8050",233436,"Food","Ambient & Chilled: Sugar & Sweeteners","Sugar","Sugar : White : Sticks",,,,"1x1000each",1.0000,1,"1000.000","each",,0%,"8.55","1000.0000000","each","0.0086","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
